timestamp,country,part_category,unit_price,quantity,part_ID
2020-01-02 11:21:00,USA,Brake,386.04,46,IDS_3327
2020-01-02 14:13:00,India,Interior,6726.58,94,IDS_7489
2020-01-02 17:19:00,India,Engine,10829.03,42,IDS_2209
2020-01-02 19:19:00,Europe,Engine,92.77,15,IDS_3054
2020-01-02 01:08:00,India,Electronics,77685.24,8,IDS_5670
2020-01-02 14:34:00,India,Interior,20526.59,11,IDS_3397
2020-01-02 13:19:00,Japan,Suspension,24259.26,38,IDS_5815
2020-01-02 02:34:00,Japan,Suspension,78323.91,6,IDS_4897
2020-01-02 13:31:00,India,Brake,14604.07,35,IDS_3157
2020-01-02 01:48:00,India,Interior,6942.77,91,IDS_3896
2020-01-02 12:22:00,Japan,Brake,66654.81,11,IDS_2409
2020-01-02 21:05:00,India,Brake,14604.07,24,IDS_3157
2020-01-02 05:17:00,India,Engine,77338.07,7,IDS_3455
2020-01-02 23:22:00,Japan,Engine,133018.97,4,IDS_3518
2020-01-02 21:29:00,Japan,Electronics,97091.5,8,IDS_3605
2020-01-02 23:12:00,USA,Engine,586.33,3,IDS_5945
2020-01-02 19:06:00,USA,Engine,269.58,30,IDS_1498
2020-01-02 08:39:00,Japan,Interior,44438.67,13,IDS_8847
2020-01-02 21:23:00,Japan,Brake,51381.09,13,IDS_5124
2020-01-02 14:39:00,Japan,Engine,133018.97,7,IDS_3518
2020-01-02 09:18:00,India,Brake,18651.92,34,IDS_2096
2020-01-02 18:59:00,Japan,Brake,66654.81,16,IDS_2409
2020-01-02 20:10:00,USA,Interior,31.55,69,IDS_5759
2020-01-02 15:57:00,Europe,Interior,111.04,24,IDS_4876
2020-01-02 22:37:00,Japan,Brake,66654.81,32,IDS_2409
2020-01-03 00:15:00,India,Interior,6825.64,51,IDS_8772
2020-01-03 04:30:00,India,Interior,6942.77,158,IDS_3896
2020-01-03 11:14:00,Japan,Brake,66654.81,47,IDS_2409
2020-01-03 09:47:00,India,Interior,20526.59,34,IDS_3397
2020-01-03 09:33:00,Japan,Suspension,78323.91,8,IDS_4897
2020-01-03 10:49:00,India,Interior,6825.64,153,IDS_8772
2020-01-03 23:41:00,Japan,Suspension,24259.26,13,IDS_5815
2020-01-03 17:35:00,India,Electronics,43950.94,4,IDS_5456
2020-01-03 05:14:00,USA,Suspension,284.74,13,IDS_9510
2020-01-03 19:47:00,Europe,Engine,92.77,45,IDS_3054
2020-01-03 11:38:00,Japan,Brake,51381.09,20,IDS_5124
2020-01-03 03:21:00,Japan,Brake,14392.22,87,IDS_5728
2020-01-03 04:48:00,India,Brake,18651.92,19,IDS_2096
2020-01-03 10:53:00,Japan,Brake,66654.81,21,IDS_2409
2020-01-03 12:55:00,Japan,Engine,133018.97,1,IDS_3518
2020-01-03 20:32:00,India,Electronics,77685.24,9,IDS_5670
2020-01-03 05:50:00,India,Interior,6825.64,94,IDS_8772
2020-01-03 22:05:00,Japan,Brake,35075.56,15,IDS_6516
2020-01-03 07:28:00,India,Brake,18651.92,50,IDS_2096
2020-01-03 15:07:00,Japan,Suspension,78323.91,10,IDS_4897
2020-01-03 01:04:00,India,Electronics,43950.94,8,IDS_5456
2020-01-03 16:13:00,Japan,Engine,58055.94,43,IDS_3057
2020-01-03 06:22:00,India,Electronics,43950.94,1,IDS_5456
2020-01-03 01:07:00,USA,Suspension,284.74,22,IDS_9510
2020-01-03 18:01:00,Japan,Engine,58055.94,30,IDS_3057
2020-01-03 00:58:00,USA,Engine,281.29,25,IDS_8835
2020-01-03 17:07:00,Japan,Brake,35075.56,31,IDS_6516
2020-01-03 04:53:00,USA,Engine,496.81,35,IDS_5211
2020-01-03 18:44:00,India,Electronics,17013.6,20,IDS_4172
2020-01-03 16:05:00,USA,Electronics,591.7,6,IDS_8776
2020-01-03 01:39:00,Europe,Suspension,470.34,3,IDS_5015
2020-01-03 21:01:00,Europe,Engine,92.77,46,IDS_3054
2020-01-03 05:28:00,India,Interior,20526.59,21,IDS_3397
2020-01-03 18:01:00,Japan,Electronics,97091.5,7,IDS_3605
2020-01-03 22:03:00,USA,Brake,102.28,31,IDS_3597
2020-01-03 06:44:00,USA,Engine,269.58,20,IDS_1498
2020-01-03 17:56:00,India,Electronics,17013.6,44,IDS_4172
2020-01-03 05:00:00,Japan,Engine,133018.97,7,IDS_3518
2020-01-03 18:45:00,USA,Engine,281.29,26,IDS_8835
2020-01-03 00:31:00,India,Suspension,22089.24,34,IDS_1897
2020-01-03 00:46:00,India,Brake,18651.92,26,IDS_2096
2020-01-03 22:22:00,USA,Suspension,235.53,22,IDS_5060
2020-01-03 18:15:00,India,Brake,18651.92,40,IDS_2096
2020-01-03 23:40:00,USA,Brake,386.04,34,IDS_3327
2020-01-03 02:55:00,Japan,Interior,44438.67,25,IDS_8847
2020-01-03 19:50:00,Europe,Engine,92.77,42,IDS_3054
2020-01-03 18:27:00,India,Suspension,8848.82,45,IDS_9630
2020-01-03 11:29:00,India,Brake,31836.87,23,IDS_5732
2020-01-03 12:17:00,Japan,Engine,58055.94,45,IDS_3057
2020-01-03 08:48:00,India,Interior,6447.65,171,IDS_2080
2020-01-04 04:08:00,Japan,Brake,25439.53,25,IDS_3876
2020-01-04 21:19:00,Japan,Interior,44438.67,31,IDS_8847
2020-01-04 11:42:00,India,Interior,6825.64,168,IDS_8772
2020-01-04 05:46:00,India,Engine,77338.07,10,IDS_3455
2020-01-04 17:29:00,Japan,Brake,24531.82,46,IDS_4124
2020-01-04 13:36:00,Japan,Brake,14392.22,62,IDS_5728
2020-01-04 09:15:00,Japan,Brake,35075.56,43,IDS_6516
2020-01-04 22:18:00,USA,Engine,496.81,25,IDS_5211
2020-01-04 18:51:00,India,Electronics,77685.24,2,IDS_5670
2020-01-04 01:43:00,India,Brake,14604.07,37,IDS_3157
2020-01-04 01:41:00,Europe,Electronics,817.13,1,IDS_7979
2020-01-04 17:54:00,Japan,Brake,24531.82,28,IDS_4124
2020-01-04 03:31:00,Japan,Interior,29274.54,16,IDS_5703
2020-01-04 16:46:00,India,Engine,10829.03,10,IDS_2209
2020-01-04 11:55:00,Japan,Brake,24531.82,43,IDS_4124
2020-01-04 19:19:00,Europe,Electronics,817.13,9,IDS_7979
2020-01-04 22:39:00,India,Brake,31836.87,23,IDS_5732
2020-01-04 12:11:00,Japan,Brake,66654.81,41,IDS_2409
2020-01-04 12:10:00,Japan,Brake,35075.56,15,IDS_6516
2020-01-04 15:54:00,USA,Engine,586.33,9,IDS_5945
2020-01-04 09:43:00,India,Interior,6726.58,173,IDS_7489
2020-01-04 15:48:00,India,Electronics,77685.24,3,IDS_5670
2020-01-04 18:07:00,India,Electronics,17013.6,27,IDS_4172
2020-01-04 08:25:00,India,Suspension,22089.24,46,IDS_1897
2020-01-04 06:19:00,USA,Brake,315.92,30,IDS_4888
2020-01-04 04:35:00,Japan,Brake,35075.56,25,IDS_6516
2020-01-04 04:16:00,Japan,Brake,35075.56,14,IDS_6516
2020-01-04 18:21:00,India,Electronics,50590.83,8,IDS_7163
2020-01-04 23:22:00,India,Brake,18651.92,48,IDS_2096
2020-01-04 21:12:00,India,Brake,31836.87,18,IDS_5732
2020-01-04 02:47:00,India,Suspension,8848.82,35,IDS_9630
2020-01-04 08:27:00,India,Electronics,17013.6,34,IDS_4172
2020-01-04 13:36:00,Europe,Suspension,370.86,40,IDS_2660
2020-01-04 15:45:00,Japan,Engine,58055.94,15,IDS_3057
2020-01-04 17:48:00,India,Brake,31836.87,30,IDS_5732
2020-01-04 13:26:00,India,Brake,9185.58,29,IDS_1969
2020-01-04 14:24:00,Europe,Engine,361.65,13,IDS_3556
2020-01-04 12:05:00,Japan,Brake,24531.82,34,IDS_4124
2020-01-04 15:44:00,India,Suspension,22089.24,31,IDS_1897
2020-01-04 00:26:00,Japan,Suspension,78323.91,7,IDS_4897
2020-01-04 20:40:00,India,Suspension,38514.35,10,IDS_6866
2020-01-04 03:48:00,India,Electronics,17013.6,12,IDS_4172
2020-01-04 08:38:00,India,Brake,31836.87,24,IDS_5732
2020-01-04 17:16:00,India,Suspension,22089.24,41,IDS_1897
2020-01-04 21:25:00,Japan,Interior,29274.54,39,IDS_5703
2020-01-04 17:25:00,USA,Brake,315.92,36,IDS_4888
2020-01-04 15:30:00,USA,Engine,269.58,39,IDS_1498
2020-01-04 03:39:00,USA,Suspension,284.74,33,IDS_9510
2020-01-04 14:06:00,India,Interior,6825.64,151,IDS_8772
2020-01-04 00:38:00,Japan,Interior,44438.67,35,IDS_8847
2020-01-04 02:34:00,India,Interior,6447.65,186,IDS_2080
2020-01-04 12:57:00,USA,Electronics,591.7,2,IDS_8776
2020-01-04 17:42:00,USA,Engine,496.81,19,IDS_5211
2020-01-04 04:07:00,India,Interior,8622.64,10,IDS_2696
2020-01-04 13:39:00,India,Electronics,17013.6,13,IDS_4172
2020-01-04 05:52:00,India,Brake,14604.07,33,IDS_3157
2020-01-04 16:44:00,Europe,Suspension,470.34,8,IDS_5015
2020-01-04 16:07:00,India,Brake,18651.92,44,IDS_2096
2020-01-04 20:32:00,Japan,Engine,133018.97,10,IDS_3518
2020-01-04 14:08:00,USA,Suspension,284.74,37,IDS_9510
2020-01-04 07:37:00,Japan,Engine,58055.94,19,IDS_3057
2020-01-04 06:51:00,Japan,Suspension,78323.91,6,IDS_4897
2020-01-04 12:21:00,India,Engine,10829.03,12,IDS_2209
2020-01-04 19:30:00,India,Interior,6726.58,157,IDS_7489
2020-01-04 02:53:00,India,Interior,8622.64,16,IDS_2696
2020-01-04 13:54:00,USA,Suspension,284.74,47,IDS_9510
2020-01-04 14:06:00,Japan,Brake,66654.81,47,IDS_2409
2020-01-04 05:01:00,India,Brake,31836.87,32,IDS_5732
2020-01-04 11:54:00,India,Brake,31836.87,22,IDS_5732
2020-01-04 09:51:00,USA,Engine,817.91,3,IDS_7552
2020-01-04 21:13:00,India,Engine,77338.07,6,IDS_3455
2020-01-04 20:05:00,USA,Electronics,591.7,9,IDS_8776
2020-01-04 13:38:00,India,Electronics,50590.83,9,IDS_7163
2020-01-04 18:50:00,India,Interior,6726.58,164,IDS_7489
2020-01-04 05:42:00,India,Electronics,50590.83,1,IDS_7163
2020-01-04 12:51:00,India,Interior,6942.77,51,IDS_3896
2020-01-04 23:01:00,USA,Interior,31.55,162,IDS_5759
2020-01-04 13:56:00,India,Interior,11892.3,28,IDS_5419
2020-01-04 04:49:00,Japan,Brake,51381.09,24,IDS_5124
2020-01-04 07:32:00,India,Interior,20526.59,41,IDS_3397
2020-01-04 22:56:00,India,Electronics,50590.83,1,IDS_7163
2020-01-04 22:34:00,Europe,Electronics,159.61,34,IDS_3579
2020-01-04 00:31:00,India,Engine,10829.03,13,IDS_2209
2020-01-04 22:19:00,India,Brake,9185.58,42,IDS_1969
2020-01-04 21:55:00,India,Engine,10829.03,47,IDS_2209
2020-01-04 03:38:00,USA,Brake,386.04,23,IDS_3327
2020-01-04 04:28:00,India,Brake,14604.07,21,IDS_3157
2020-01-04 04:26:00,Japan,Interior,29274.54,12,IDS_5703
2020-01-04 06:27:00,USA,Engine,269.58,15,IDS_1498
2020-01-04 09:12:00,India,Brake,9185.58,50,IDS_1969
2020-01-04 11:46:00,India,Engine,77338.07,2,IDS_3455
2020-01-04 22:04:00,India,Interior,6447.65,182,IDS_2080
2020-01-04 02:30:00,Japan,Brake,25439.53,46,IDS_3876
2020-01-04 17:09:00,USA,Engine,835.67,5,IDS_5468
2020-01-04 02:17:00,Japan,Engine,58055.94,24,IDS_3057
2020-01-04 06:34:00,Europe,Suspension,370.86,12,IDS_2660
2020-01-04 15:53:00,India,Interior,6447.65,146,IDS_2080
2020-01-04 19:46:00,India,Suspension,22089.24,31,IDS_1897
2020-01-04 00:55:00,India,Interior,8622.64,23,IDS_2696
2020-01-04 13:58:00,India,Interior,6942.77,198,IDS_3896
2020-01-06 04:10:00,USA,Engine,835.67,6,IDS_5468
2020-01-06 08:16:00,India,Interior,20526.59,41,IDS_3397
2020-01-06 20:06:00,USA,Brake,102.28,31,IDS_3597
2020-01-06 20:16:00,India,Suspension,8848.82,31,IDS_9630
2020-01-06 19:48:00,Japan,Engine,133018.97,5,IDS_3518
2020-01-06 22:59:00,India,Brake,31836.87,37,IDS_5732
2020-01-06 07:58:00,India,Brake,9185.58,42,IDS_1969
2020-01-06 11:41:00,USA,Brake,401.0,48,IDS_4803
2020-01-06 09:09:00,USA,Brake,386.04,23,IDS_3327
2020-01-06 17:51:00,India,Engine,10829.03,48,IDS_2209
2020-01-06 09:47:00,Japan,Interior,44438.67,20,IDS_8847
2020-01-06 18:10:00,India,Suspension,38514.35,27,IDS_6866
2020-01-06 12:42:00,Japan,Brake,35075.56,48,IDS_6516
2020-01-06 07:41:00,India,Electronics,50590.83,6,IDS_7163
2020-01-06 11:07:00,Japan,Engine,133018.97,10,IDS_3518
2020-01-06 00:15:00,Japan,Brake,24531.82,26,IDS_4124
2020-01-06 13:44:00,Japan,Electronics,97091.5,3,IDS_3605
2020-01-06 18:33:00,India,Brake,31836.87,27,IDS_5732
2020-01-06 05:49:00,India,Electronics,50590.83,9,IDS_7163
2020-01-06 15:03:00,Europe,Engine,172.9,21,IDS_9613
2020-01-06 16:08:00,India,Brake,18651.92,24,IDS_2096
2020-01-06 21:04:00,Europe,Interior,111.04,50,IDS_4876
2020-01-06 13:04:00,Japan,Interior,29274.54,32,IDS_5703
2020-01-06 22:37:00,India,Brake,9185.58,15,IDS_1969
2020-01-06 15:45:00,Japan,Interior,29274.54,16,IDS_5703
2020-01-07 11:36:00,Japan,Interior,44438.67,35,IDS_8847
2020-01-07 20:26:00,Europe,Interior,29.04,197,IDS_3190
2020-01-07 10:39:00,USA,Suspension,235.53,31,IDS_5060
2020-01-07 19:04:00,USA,Brake,386.04,44,IDS_3327
2020-01-07 14:04:00,India,Electronics,50590.83,3,IDS_7163
2020-01-07 22:26:00,Japan,Engine,133018.97,10,IDS_3518
2020-01-07 08:33:00,USA,Interior,31.55,193,IDS_5759
2020-01-07 15:33:00,India,Interior,6825.64,71,IDS_8772
2020-01-07 15:12:00,Japan,Suspension,24259.26,30,IDS_5815
2020-01-07 12:00:00,USA,Engine,281.29,34,IDS_8835
2020-01-07 15:37:00,Europe,Suspension,199.22,21,IDS_5548
2020-01-07 15:41:00,Japan,Engine,58055.94,49,IDS_3057
2020-01-07 11:57:00,Japan,Brake,66654.81,24,IDS_2409
2020-01-07 01:46:00,India,Interior,6825.64,100,IDS_8772
2020-01-07 15:44:00,USA,Interior,31.55,59,IDS_5759
2020-01-07 08:56:00,Japan,Engine,133018.97,7,IDS_3518
2020-01-07 19:00:00,Japan,Interior,44438.67,38,IDS_8847
2020-01-07 04:48:00,India,Interior,6825.64,54,IDS_8772
2020-01-07 13:38:00,India,Brake,18651.92,45,IDS_2096
2020-01-07 18:44:00,Europe,Electronics,435.29,1,IDS_2983
2020-01-07 17:57:00,India,Suspension,22089.24,49,IDS_1897
2020-01-07 06:00:00,Japan,Interior,44438.67,15,IDS_8847
2020-01-07 17:11:00,USA,Engine,817.91,2,IDS_7552
2020-01-07 04:55:00,USA,Brake,386.04,12,IDS_3327
2020-01-07 22:31:00,Japan,Brake,14392.22,135,IDS_5728
2020-01-07 17:34:00,India,Brake,18651.92,44,IDS_2096
2020-01-07 01:56:00,Japan,Brake,35075.56,42,IDS_6516
2020-01-07 15:11:00,Japan,Brake,51381.09,15,IDS_5124
2020-01-07 04:46:00,USA,Brake,386.04,29,IDS_3327
2020-01-07 10:01:00,Japan,Brake,35075.56,40,IDS_6516
2020-01-07 18:28:00,USA,Brake,315.92,19,IDS_4888
2020-01-07 07:31:00,Japan,Brake,51381.09,41,IDS_5124
2020-01-07 02:00:00,India,Brake,14604.07,39,IDS_3157
2020-01-07 22:04:00,India,Interior,6942.77,91,IDS_3896
2020-01-07 22:04:00,Japan,Brake,35075.56,20,IDS_6516
2020-01-08 14:20:00,Japan,Brake,35075.56,35,IDS_6516
2020-01-08 14:00:00,India,Interior,20526.59,30,IDS_3397
2020-01-08 06:37:00,USA,Electronics,591.7,7,IDS_8776
2020-01-08 16:06:00,Japan,Engine,58055.94,38,IDS_3057
2020-01-08 14:16:00,Japan,Suspension,24259.26,41,IDS_5815
2020-01-08 11:27:00,Japan,Suspension,24259.26,11,IDS_5815
2020-01-08 11:27:00,USA,Brake,386.04,36,IDS_3327
2020-01-08 16:04:00,Japan,Brake,51381.09,32,IDS_5124
2020-01-08 07:07:00,Europe,Brake,275.55,47,IDS_8971
2020-01-08 16:07:00,Japan,Engine,58055.94,36,IDS_3057
2020-01-08 05:28:00,Japan,Suspension,78323.91,2,IDS_4897
2020-01-08 08:36:00,USA,Suspension,284.74,47,IDS_9510
2020-01-08 08:18:00,Japan,Suspension,24259.26,20,IDS_5815
2020-01-08 11:21:00,USA,Engine,496.81,25,IDS_5211
2020-01-08 21:25:00,Japan,Brake,66654.81,27,IDS_2409
2020-01-09 05:17:00,Europe,Brake,173.0,15,IDS_1319
2020-01-09 10:27:00,India,Suspension,8848.82,14,IDS_9630
2020-01-09 14:55:00,Japan,Suspension,78323.91,4,IDS_4897
2020-01-09 14:36:00,India,Brake,9185.58,49,IDS_1969
2020-01-09 23:53:00,Europe,Engine,361.65,20,IDS_3556
2020-01-09 05:41:00,Japan,Interior,44438.67,41,IDS_8847
2020-01-09 09:04:00,India,Interior,20526.59,12,IDS_3397
2020-01-09 14:00:00,Japan,Electronics,97091.5,4,IDS_3605
2020-01-09 05:58:00,India,Interior,11892.3,31,IDS_5419
2020-01-09 08:36:00,India,Suspension,8848.82,15,IDS_9630
2020-01-09 02:14:00,Japan,Brake,51381.09,46,IDS_5124
2020-01-09 21:05:00,Europe,Brake,301.18,35,IDS_8153
2020-01-09 05:02:00,USA,Brake,386.04,21,IDS_3327
2020-01-09 16:38:00,Europe,Suspension,470.34,8,IDS_5015
2020-01-09 11:11:00,Japan,Suspension,24259.26,26,IDS_5815
2020-01-09 18:07:00,Europe,Suspension,199.22,24,IDS_5548
2020-01-09 05:38:00,India,Interior,11892.3,44,IDS_5419
2020-01-09 22:03:00,Europe,Engine,92.77,47,IDS_3054
2020-01-09 11:09:00,Europe,Suspension,199.22,36,IDS_5548
2020-01-09 05:57:00,USA,Engine,586.33,6,IDS_5945
2020-01-09 01:46:00,India,Electronics,77685.24,6,IDS_5670
2020-01-09 04:00:00,USA,Brake,401.0,17,IDS_4803
2020-01-09 09:36:00,India,Electronics,17013.6,30,IDS_4172
2020-01-09 06:36:00,USA,Electronics,591.7,4,IDS_8776
2020-01-09 17:14:00,India,Engine,10829.03,50,IDS_2209
2020-01-09 04:27:00,Japan,Suspension,24259.26,38,IDS_5815
2020-01-09 04:12:00,USA,Suspension,284.74,16,IDS_9510
2020-01-09 20:31:00,USA,Engine,281.29,36,IDS_8835
2020-01-09 03:49:00,USA,Electronics,591.7,7,IDS_8776
2020-01-09 16:45:00,Japan,Suspension,78323.91,3,IDS_4897
2020-01-09 16:37:00,USA,Engine,269.58,33,IDS_1498
2020-01-09 22:38:00,India,Brake,9185.58,13,IDS_1969
2020-01-09 03:50:00,Japan,Brake,14392.22,76,IDS_5728
2020-01-09 09:59:00,Japan,Suspension,24259.26,32,IDS_5815
2020-01-09 00:46:00,USA,Engine,496.81,15,IDS_5211
2020-01-09 17:08:00,Japan,Brake,35075.56,47,IDS_6516
2020-01-09 04:49:00,USA,Engine,817.91,1,IDS_7552
2020-01-09 18:40:00,Japan,Interior,44438.67,17,IDS_8847
2020-01-09 08:32:00,Japan,Brake,25439.53,34,IDS_3876
2020-01-09 04:09:00,USA,Brake,315.92,43,IDS_4888
2020-01-09 06:16:00,Japan,Engine,58055.94,10,IDS_3057
2020-01-09 19:12:00,USA,Suspension,284.74,34,IDS_9510
2020-01-09 11:17:00,USA,Engine,817.91,8,IDS_7552
2020-01-09 07:51:00,India,Brake,31836.87,25,IDS_5732
2020-01-09 03:40:00,India,Brake,9185.58,47,IDS_1969
2020-01-09 03:41:00,Europe,Electronics,435.29,2,IDS_2983
2020-01-09 14:33:00,Japan,Brake,35075.56,44,IDS_6516
2020-01-09 00:51:00,India,Brake,14604.07,31,IDS_3157
2020-01-09 12:36:00,India,Electronics,77685.24,1,IDS_5670
2020-01-09 00:59:00,India,Electronics,50590.83,6,IDS_7163
2020-01-09 04:47:00,USA,Suspension,284.74,16,IDS_9510
2020-01-09 17:07:00,USA,Engine,586.33,9,IDS_5945
2020-01-09 05:09:00,USA,Electronics,591.7,1,IDS_8776
2020-01-09 13:41:00,Japan,Brake,35075.56,34,IDS_6516
2020-01-09 15:52:00,India,Brake,14604.07,48,IDS_3157
2020-01-09 06:54:00,Japan,Interior,44438.67,21,IDS_8847
2020-01-09 18:02:00,USA,Suspension,235.53,32,IDS_5060
2020-01-09 13:01:00,Europe,Suspension,199.22,17,IDS_5548
2020-01-09 06:55:00,India,Brake,9185.58,47,IDS_1969
2020-01-09 22:30:00,Japan,Brake,35075.56,33,IDS_6516
2020-01-09 08:11:00,USA,Interior,31.55,148,IDS_5759
2020-01-09 20:38:00,USA,Engine,496.81,28,IDS_5211
2020-01-09 07:40:00,India,Electronics,17013.6,39,IDS_4172
2020-01-09 07:05:00,Japan,Brake,35075.56,14,IDS_6516
2020-01-09 12:47:00,Europe,Engine,412.09,36,IDS_2538
2020-01-09 14:43:00,Europe,Engine,186.21,28,IDS_8173
2020-01-09 20:55:00,India,Electronics,77685.24,4,IDS_5670
2020-01-09 12:19:00,USA,Interior,31.55,110,IDS_5759
2020-01-09 00:59:00,Europe,Engine,125.85,30,IDS_4165
2020-01-09 13:03:00,Europe,Brake,173.0,26,IDS_1319
2020-01-09 06:50:00,Japan,Brake,66654.81,49,IDS_2409
2020-01-09 19:16:00,India,Electronics,17013.6,41,IDS_4172
2020-01-09 03:30:00,Japan,Brake,14392.22,111,IDS_5728
2020-01-09 23:24:00,USA,Brake,401.0,31,IDS_4803
2020-01-09 19:59:00,India,Brake,9185.58,12,IDS_1969
2020-01-09 15:03:00,India,Brake,9185.58,12,IDS_1969
2020-01-09 02:55:00,Europe,Engine,92.77,38,IDS_3054
2020-01-09 12:11:00,USA,Engine,817.91,1,IDS_7552
2020-01-09 09:23:00,Japan,Engine,133018.97,8,IDS_3518
2020-01-09 09:50:00,India,Electronics,50590.83,3,IDS_7163
