gameId,win,TEAM
JP1_345942557,True,blue
JP1_345942557,False,red
JP1_345999610,True,red
JP1_345999610,False,blue
JP1_346023552,False,blue
JP1_346023552,True,red
JP1_346089444,True,blue
JP1_346089444,False,red
JP1_346128741,True,red
JP1_346128741,False,blue
JP1_346141139,True,blue
JP1_346141139,False,red
JP1_346169678,True,red
JP1_346169678,False,blue
JP1_346184859,False,blue
JP1_346184859,True,red
JP1_346190537,True,red
JP1_346190537,False,blue
JP1_346239512,True,red
JP1_346239512,False,blue
JP1_346311505,False,red
JP1_346311505,True,blue
JP1_346564822,True,red
JP1_346564822,False,blue
JP1_346593845,True,red
JP1_346593845,False,blue
JP1_346679481,False,blue
JP1_346679481,True,red
JP1_346721229,True,blue
JP1_346721229,False,red
JP1_346789334,True,blue
JP1_346789334,False,red
JP1_346861799,False,red
JP1_346861799,True,blue
JP1_346870672,False,red
JP1_346870672,True,blue
JP1_346878690,False,red
JP1_346878690,True,blue
JP1_346927281,False,blue
JP1_346927281,True,red
JP1_346931379,True,blue
JP1_346931379,False,red
JP1_346941870,False,blue
JP1_346941870,True,red
JP1_347110079,True,blue
JP1_347110079,False,red
JP1_347121392,False,red
JP1_347121392,True,blue
JP1_347126210,False,red
JP1_347126210,True,blue
JP1_347139017,True,red
JP1_347139017,False,blue
JP1_347188515,False,blue
JP1_347188515,True,red
JP1_347196062,False,blue
JP1_347196062,True,red
JP1_347228414,True,blue
JP1_347228414,False,red
JP1_347291997,False,blue
JP1_347291997,True,red
JP1_347376925,True,blue
JP1_347376925,False,red
JP1_347403384,False,blue
JP1_347403384,True,red
JP1_347440277,False,blue
JP1_347440277,True,red
JP1_347445934,False,red
JP1_347445934,True,blue
JP1_347458626,False,red
JP1_347458626,True,blue
JP1_347468006,True,red
JP1_347468006,False,blue
JP1_347556209,True,red
JP1_347556209,False,blue
JP1_347571467,True,blue
JP1_347571467,False,red
JP1_347626264,False,blue
JP1_347626264,True,red
JP1_347627331,False,red
JP1_347627331,True,blue
JP1_347733684,False,red
JP1_347733684,True,blue
JP1_347763614,True,red
JP1_347763614,False,blue
JP1_347853996,True,red
JP1_347853996,False,blue
JP1_347865338,True,blue
JP1_347865338,False,red
JP1_347902750,False,red
JP1_347902750,True,blue
JP1_347990444,True,red
JP1_347990444,False,blue
JP1_348013526,False,blue
JP1_348013526,True,red
JP1_348030195,False,red
JP1_348030195,True,blue
JP1_348057026,False,red
JP1_348057026,True,blue
JP1_348089641,True,blue
JP1_348089641,False,red
JP1_348122306,False,red
JP1_348122306,True,blue
JP1_348189073,True,blue
JP1_348189073,False,red
JP1_348207760,False,red
JP1_348207760,True,blue
JP1_348224815,True,red
JP1_348224815,False,blue
JP1_348238586,False,blue
JP1_348238586,True,red
JP1_348260774,False,red
JP1_348260774,True,blue
JP1_348278400,True,red
JP1_348278400,False,blue
JP1_348317970,False,blue
JP1_348317970,True,red
JP1_348407954,True,blue
JP1_348407954,False,red
JP1_348460292,True,blue
JP1_348460292,False,red
JP1_348467196,True,blue
JP1_348467196,False,red
JP1_348476420,False,red
JP1_348476420,True,blue
JP1_348494034,True,blue
JP1_348494034,False,red
JP1_348503317,True,blue
JP1_348503317,False,red
JP1_348515415,True,red
JP1_348515415,False,blue
JP1_348527285,False,red
JP1_348527285,True,blue
JP1_348533795,True,blue
JP1_348533795,False,red
JP1_348547447,True,blue
JP1_348547447,False,red
JP1_348552860,True,red
JP1_348552860,False,blue
JP1_348556955,True,blue
JP1_348556955,False,red
JP1_348578405,False,blue
JP1_348578405,True,red
JP1_348778009,True,red
JP1_348778009,False,blue
JP1_348782211,True,red
JP1_348782211,False,blue
JP1_348796500,False,blue
JP1_348796500,True,red
JP1_348798657,False,blue
JP1_348798657,True,red
JP1_348840461,False,blue
JP1_348840461,True,red
JP1_348846512,True,red
JP1_348846512,False,blue
JP1_348865688,False,red
JP1_348865688,True,blue
JP1_348876427,True,blue
JP1_348876427,False,red
JP1_348897732,False,blue
JP1_348897732,True,red
JP1_348912942,True,red
JP1_348912942,False,blue
JP1_348913452,True,red
JP1_348913452,False,blue
JP1_348923969,False,red
JP1_348923969,True,blue
JP1_348931894,False,blue
JP1_348931894,True,red
JP1_348965416,True,blue
JP1_348965416,False,red
JP1_348978757,False,blue
JP1_348978757,True,red
JP1_349008876,False,red
JP1_349008876,True,blue
JP1_349056962,False,red
JP1_349056962,True,blue
JP1_349132279,True,blue
JP1_349132279,False,red
JP1_349154612,False,blue
JP1_349154612,True,red
JP1_349181706,False,blue
JP1_349181706,True,red
JP1_349202352,True,blue
JP1_349202352,False,red
JP1_349202752,False,blue
JP1_349202752,True,red
JP1_349203197,True,blue
JP1_349203197,False,red
JP1_349211005,True,blue
JP1_349211005,False,red
JP1_349222373,True,blue
JP1_349222373,False,red
JP1_349241982,True,red
JP1_349241982,False,blue
JP1_349247485,True,blue
JP1_349247485,False,red
JP1_349253913,False,red
JP1_349253913,True,blue
JP1_349283145,True,red
JP1_349283145,False,blue
JP1_349294079,True,blue
JP1_349294079,False,red
JP1_349311074,False,red
JP1_349311074,True,blue
JP1_349320490,True,blue
JP1_349320490,False,red
JP1_349344487,False,red
JP1_349344487,True,blue
JP1_349362539,True,red
JP1_349362539,False,blue
JP1_349393669,True,red
JP1_349393669,False,blue
JP1_349394333,True,blue
JP1_349394333,False,red
JP1_349486149,False,blue
JP1_349486149,True,red
JP1_349595010,False,red
JP1_349595010,True,blue
JP1_349624108,True,red
JP1_349624108,False,blue
JP1_349628890,False,red
JP1_349628890,True,blue
JP1_349632400,False,blue
JP1_349632400,True,red
JP1_349681111,False,blue
JP1_349681111,True,red
JP1_349722832,True,red
JP1_349722832,False,blue
JP1_349726751,False,blue
JP1_349726751,True,red
JP1_349729500,False,blue
JP1_349729500,True,red
JP1_349737464,True,blue
JP1_349737464,False,red
JP1_349765660,False,red
JP1_349765660,True,blue
JP1_349788884,True,blue
JP1_349788884,False,red
JP1_349813998,False,blue
JP1_349813998,True,red
JP1_349845723,False,red
JP1_349845723,True,blue
JP1_349868855,False,red
JP1_349868855,True,blue
JP1_349882163,False,red
JP1_349882163,True,blue
JP1_349906940,True,blue
JP1_349906940,False,red
JP1_349927942,False,red
JP1_349927942,True,blue
JP1_350013470,False,red
JP1_350013470,True,blue
JP1_350019169,False,red
JP1_350019169,True,blue
JP1_350031389,False,blue
JP1_350031389,True,red
JP1_350058027,False,red
JP1_350058027,True,blue
JP1_350083955,True,blue
JP1_350083955,False,red
JP1_350096168,True,blue
JP1_350096168,False,red
JP1_350098566,True,red
JP1_350098566,False,blue
JP1_350100176,True,blue
JP1_350100176,False,red
JP1_350104488,False,red
JP1_350104488,True,blue
JP1_350169179,False,blue
JP1_350169179,True,red
JP1_350204885,True,blue
JP1_350204885,False,red
JP1_350207587,True,red
JP1_350207587,False,blue
JP1_350229559,True,blue
JP1_350229559,False,red
JP1_350235173,True,red
JP1_350235173,False,blue
JP1_350241279,False,blue
JP1_350241279,True,red
JP1_350241363,True,red
JP1_350241363,False,blue
JP1_350243529,True,blue
JP1_350243529,False,red
JP1_350245838,True,red
JP1_350245838,False,blue
JP1_350285113,False,blue
JP1_350285113,True,red
JP1_350310956,False,blue
JP1_350310956,True,red
JP1_350315530,True,blue
JP1_350315530,False,red
JP1_350388042,False,blue
JP1_350388042,True,red
JP1_350405646,True,blue
JP1_350405646,False,red
JP1_350406495,False,red
JP1_350406495,True,blue
JP1_350437300,False,blue
JP1_350437300,True,red
JP1_350452980,False,red
JP1_350452980,True,blue
JP1_350456282,True,blue
JP1_350456282,False,red
JP1_350469547,True,blue
JP1_350469547,False,red
JP1_350481698,True,blue
JP1_350481698,False,red
JP1_350515891,True,red
JP1_350515891,False,blue
JP1_350534662,True,blue
JP1_350534662,False,red
JP1_350541199,True,red
JP1_350541199,False,blue
JP1_350553945,False,blue
JP1_350553945,True,red
JP1_350555096,False,blue
JP1_350555096,True,red
JP1_350561525,True,red
JP1_350561525,False,blue
JP1_350612405,True,red
JP1_350612405,False,blue
JP1_350637171,False,blue
JP1_350637171,True,red
JP1_350649606,False,blue
JP1_350649606,True,red
JP1_350678151,False,blue
JP1_350678151,True,red
JP1_350689930,True,red
JP1_350689930,False,blue
JP1_350721857,True,blue
JP1_350721857,False,red
JP1_350815962,True,blue
JP1_350815962,False,red
JP1_350836311,False,red
JP1_350836311,True,blue
JP1_350853901,False,blue
JP1_350853901,True,red
JP1_350858357,True,blue
JP1_350858357,False,red
JP1_350864756,False,blue
JP1_350864756,True,red
JP1_350870943,False,blue
JP1_350870943,True,red
JP1_350871442,True,blue
JP1_350871442,False,red
JP1_350873920,True,blue
JP1_350873920,False,red
JP1_350887531,False,red
JP1_350887531,True,blue
JP1_350890125,True,red
JP1_350890125,False,blue
JP1_350899615,True,red
JP1_350899615,False,blue
JP1_350910425,False,red
JP1_350910425,True,blue
JP1_350915977,True,red
JP1_350915977,False,blue
JP1_350939252,True,red
JP1_350939252,False,blue
JP1_350954166,True,red
JP1_350954166,False,blue
JP1_350967285,True,red
JP1_350967285,False,blue
JP1_350970354,False,red
JP1_350970354,True,blue
JP1_350995518,False,blue
JP1_350995518,True,red
JP1_351011053,False,blue
JP1_351011053,True,red
JP1_351046823,False,blue
JP1_351046823,True,red
JP1_351049247,True,red
JP1_351049247,False,blue
JP1_351053488,True,red
JP1_351053488,False,blue
JP1_351058904,True,red
JP1_351058904,False,blue
JP1_351068473,False,red
JP1_351068473,True,blue
JP1_351090557,True,red
JP1_351090557,False,blue
JP1_351092491,True,blue
JP1_351092491,False,red
JP1_351106477,False,blue
JP1_351106477,True,red
JP1_351113087,True,red
JP1_351113087,False,blue
JP1_351123445,False,red
JP1_351123445,True,blue
JP1_351144957,False,blue
JP1_351144957,True,red
JP1_351147299,False,blue
JP1_351147299,True,red
JP1_351153244,False,red
JP1_351153244,True,blue
JP1_351167734,True,blue
JP1_351167734,False,red
JP1_351229385,True,red
JP1_351229385,False,blue
JP1_351229615,False,blue
JP1_351229615,True,red
JP1_351231237,False,red
JP1_351231237,True,blue
JP1_351237027,True,red
JP1_351237027,False,blue
JP1_351237113,True,red
JP1_351237113,False,blue
JP1_351237515,False,blue
JP1_351237515,True,red
JP1_351322807,False,blue
JP1_351322807,True,red
JP1_351326157,True,red
JP1_351326157,False,blue
JP1_351330116,True,red
JP1_351330116,False,blue
JP1_351335324,False,blue
JP1_351335324,True,red
JP1_351339259,True,blue
JP1_351339259,False,red
JP1_351345188,True,blue
JP1_351345188,False,red
JP1_351365973,False,red
JP1_351365973,True,blue
JP1_351370872,False,blue
JP1_351370872,True,red
JP1_351373207,True,blue
JP1_351373207,False,red
JP1_351378707,False,red
JP1_351378707,True,blue
JP1_351379930,True,blue
JP1_351379930,False,red
JP1_351380917,True,blue
JP1_351380917,False,red
JP1_351381132,False,blue
JP1_351381132,True,red
JP1_351387780,True,red
JP1_351387780,False,blue
JP1_351398492,True,blue
JP1_351398492,False,red
JP1_351401356,False,red
JP1_351401356,True,blue
JP1_351410210,False,red
JP1_351410210,True,blue
JP1_351419291,False,red
JP1_351419291,True,blue
JP1_351423883,False,red
JP1_351423883,True,blue
JP1_351427980,True,blue
JP1_351427980,False,red
JP1_351432174,False,blue
JP1_351432174,True,red
JP1_351433159,False,blue
JP1_351433159,True,red
JP1_351438144,False,red
JP1_351438144,True,blue
JP1_351445697,True,blue
JP1_351445697,False,red
JP1_351447376,False,blue
JP1_351447376,True,red
JP1_351458229,False,blue
JP1_351458229,True,red
JP1_351458535,True,red
JP1_351458535,False,blue
JP1_351467070,True,blue
JP1_351467070,False,red
JP1_351468370,True,blue
JP1_351468370,False,red
JP1_351470851,False,red
JP1_351470851,True,blue
JP1_351472421,True,blue
JP1_351472421,False,red
JP1_351476795,False,red
JP1_351476795,True,blue
JP1_351484057,True,red
JP1_351484057,False,blue
JP1_351485116,False,blue
JP1_351485116,True,red
JP1_351508742,False,red
JP1_351508742,True,blue
JP1_351510938,True,blue
JP1_351510938,False,red
JP1_351519543,True,blue
JP1_351519543,False,red
JP1_351521944,True,red
JP1_351521944,False,blue
JP1_351523214,True,blue
JP1_351523214,False,red
JP1_351528559,False,red
JP1_351528559,True,blue
JP1_351534898,False,red
JP1_351534898,True,blue
JP1_351573255,True,blue
JP1_351573255,False,red
JP1_351594289,False,red
JP1_351594289,True,blue
JP1_351595500,False,blue
JP1_351595500,True,red
JP1_351599940,True,blue
JP1_351599940,False,red
JP1_351603230,True,red
JP1_351603230,False,blue
JP1_351606595,True,blue
JP1_351606595,False,red
JP1_351612136,True,red
JP1_351612136,False,blue
JP1_351618923,True,blue
JP1_351618923,False,red
JP1_351619373,False,blue
JP1_351619373,True,red
JP1_351627860,True,blue
JP1_351627860,False,red
JP1_351642303,True,red
JP1_351642303,False,blue
JP1_351645269,True,red
JP1_351645269,False,blue
JP1_351658005,False,red
JP1_351658005,True,blue
JP1_351691456,True,blue
JP1_351691456,False,red
JP1_351701249,False,blue
JP1_351701249,True,red
JP1_351727552,True,red
JP1_351727552,False,blue
JP1_351729030,False,red
JP1_351729030,True,blue
JP1_351767908,False,blue
JP1_351767908,True,red
JP1_351825587,True,blue
JP1_351825587,False,red
JP1_351826929,False,red
JP1_351826929,True,blue
JP1_351844278,True,blue
JP1_351844278,False,red
JP1_351848807,True,red
JP1_351848807,False,blue
JP1_351856630,True,red
JP1_351856630,False,blue
JP1_351857325,False,red
JP1_351857325,True,blue
JP1_351866409,True,red
JP1_351866409,False,blue
JP1_351868741,False,red
JP1_351868741,True,blue
JP1_351873435,True,blue
JP1_351873435,False,red
JP1_351879594,False,blue
JP1_351879594,True,red
JP1_351896948,False,red
JP1_351896948,True,blue
JP1_351900585,False,red
JP1_351900585,True,blue
JP1_351904224,False,blue
JP1_351904224,True,red
JP1_351905722,True,blue
JP1_351905722,False,red
JP1_351906733,True,blue
JP1_351906733,False,red
JP1_351909170,False,red
JP1_351909170,True,blue
JP1_351911233,False,red
JP1_351911233,True,blue
JP1_351914540,False,red
JP1_351914540,True,blue
JP1_351914810,True,blue
JP1_351914810,False,red
JP1_351923379,True,red
JP1_351923379,False,blue
JP1_351932932,True,blue
JP1_351932932,False,red
JP1_351935891,False,red
JP1_351935891,True,blue
JP1_351940077,True,red
JP1_351940077,False,blue
JP1_351947264,False,blue
JP1_351947264,True,red
JP1_351957584,False,red
JP1_351957584,True,blue
JP1_351965382,False,red
JP1_351965382,True,blue
JP1_351966942,True,red
JP1_351966942,False,blue
JP1_351969396,False,blue
JP1_351969396,True,red
JP1_351991173,False,blue
JP1_351991173,True,red
JP1_352000469,True,blue
JP1_352000469,False,red
JP1_352004480,False,red
JP1_352004480,True,blue
JP1_352007982,True,red
JP1_352007982,False,blue
JP1_352013286,False,blue
JP1_352013286,True,red
JP1_352015327,False,blue
JP1_352015327,True,red
JP1_352022475,False,red
JP1_352022475,True,blue
JP1_352031496,False,red
JP1_352031496,True,blue
JP1_352033515,False,red
JP1_352033515,True,blue
JP1_352034589,True,red
JP1_352034589,False,blue
JP1_352043801,True,red
JP1_352043801,False,blue
JP1_352044034,False,red
JP1_352044034,True,blue
JP1_352044274,False,blue
JP1_352044274,True,red
JP1_352056233,True,red
JP1_352056233,False,blue
JP1_352067419,False,blue
JP1_352067419,True,red
JP1_352069337,False,blue
JP1_352069337,True,red
JP1_352072958,False,blue
JP1_352072958,True,red
JP1_352073133,False,blue
JP1_352073133,True,red
JP1_352078537,True,blue
JP1_352078537,False,red
JP1_352083633,False,red
JP1_352083633,True,blue
JP1_352084951,True,blue
JP1_352084951,False,red
JP1_352087505,False,blue
JP1_352087505,True,red
JP1_352087690,False,blue
JP1_352087690,True,red
JP1_352088364,False,red
JP1_352088364,True,blue
JP1_352097309,True,blue
JP1_352097309,False,red
JP1_352106140,True,blue
JP1_352106140,False,red
JP1_352109383,False,red
JP1_352109383,True,blue
JP1_352110658,True,red
JP1_352110658,False,blue
JP1_352113013,True,red
JP1_352113013,False,blue
JP1_352116829,True,blue
JP1_352116829,False,red
JP1_352123245,True,blue
JP1_352123245,False,red
JP1_352123582,False,blue
JP1_352123582,True,red
JP1_352129958,False,red
JP1_352129958,True,blue
JP1_352133969,True,blue
JP1_352133969,False,red
JP1_352138659,False,red
JP1_352138659,True,blue
JP1_352139104,False,red
JP1_352139104,True,blue
JP1_352140757,False,red
JP1_352140757,True,blue
JP1_352143289,False,red
JP1_352143289,True,blue
JP1_352144335,True,red
JP1_352144335,False,blue
JP1_352145717,True,red
JP1_352145717,False,blue
JP1_352150222,False,blue
JP1_352150222,True,red
JP1_352154749,True,red
JP1_352154749,False,blue
JP1_352172502,True,blue
JP1_352172502,False,red
JP1_352173120,True,blue
JP1_352173120,False,red
JP1_352263369,False,red
JP1_352263369,True,blue
JP1_352266273,False,red
JP1_352266273,True,blue
JP1_352266981,True,red
JP1_352266981,False,blue
JP1_352268215,False,red
JP1_352268215,True,blue
JP1_352270712,False,blue
JP1_352270712,True,red
JP1_352274271,True,red
JP1_352274271,False,blue
JP1_352275653,True,red
JP1_352275653,False,blue
JP1_352276267,False,blue
JP1_352276267,True,red
JP1_352279986,True,red
JP1_352279986,False,blue
JP1_352283386,True,blue
JP1_352283386,False,red
JP1_352283778,True,red
JP1_352283778,False,blue
JP1_352285992,False,blue
JP1_352285992,True,red
JP1_352290813,False,blue
JP1_352290813,True,red
JP1_352291960,False,red
JP1_352291960,True,blue
JP1_352292219,True,red
JP1_352292219,False,blue
JP1_352296280,False,blue
JP1_352296280,True,red
JP1_352299938,True,blue
JP1_352299938,False,red
JP1_352300238,True,red
JP1_352300238,False,blue
JP1_352300861,True,red
JP1_352300861,False,blue
JP1_352301455,True,red
JP1_352301455,False,blue
JP1_352302484,True,blue
JP1_352302484,False,red
JP1_352303130,True,red
JP1_352303130,False,blue
JP1_352303956,True,blue
JP1_352303956,False,red
JP1_352306120,True,red
JP1_352306120,False,blue
JP1_352307344,True,red
JP1_352307344,False,blue
JP1_352308910,True,blue
JP1_352308910,False,red
JP1_352309386,True,red
JP1_352309386,False,blue
JP1_352310840,True,blue
JP1_352310840,False,red
JP1_352311093,False,red
JP1_352311093,True,blue
JP1_352315064,False,blue
JP1_352315064,True,red
JP1_352324801,False,red
JP1_352324801,True,blue
JP1_352328184,False,red
JP1_352328184,True,blue
JP1_352328585,False,blue
JP1_352328585,True,red
JP1_352330077,True,blue
JP1_352330077,False,red
JP1_352337154,True,blue
JP1_352337154,False,red
JP1_352339242,True,red
JP1_352339242,False,blue
JP1_352341436,False,red
JP1_352341436,True,blue
JP1_352343624,False,blue
JP1_352343624,True,red
JP1_352351345,False,red
JP1_352351345,True,blue
JP1_352351943,True,red
JP1_352351943,False,blue
JP1_352352818,True,blue
JP1_352352818,False,red
JP1_352360870,True,red
JP1_352360870,False,blue
JP1_352361514,True,red
JP1_352361514,False,blue
JP1_352361750,True,blue
JP1_352361750,False,red
JP1_352364389,True,red
JP1_352364389,False,blue
JP1_352365703,True,blue
JP1_352365703,False,red
JP1_352367721,False,blue
JP1_352367721,True,red
JP1_352370879,False,red
JP1_352370879,True,blue
JP1_352378292,True,red
JP1_352378292,False,blue
JP1_352382662,True,red
JP1_352382662,False,blue
JP1_352382927,False,blue
JP1_352382927,True,red
JP1_352383341,False,blue
JP1_352383341,True,red
JP1_352385130,True,red
JP1_352385130,False,blue
JP1_352385819,False,red
JP1_352385819,True,blue
JP1_352386116,False,red
JP1_352386116,True,blue
JP1_352386496,False,red
JP1_352386496,True,blue
JP1_352387903,True,blue
JP1_352387903,False,red
JP1_352391186,False,blue
JP1_352391186,True,red
JP1_352392628,True,blue
JP1_352392628,False,red
JP1_352393044,False,blue
JP1_352393044,True,red
JP1_352396957,False,red
JP1_352396957,True,blue
JP1_352397406,False,red
JP1_352397406,True,blue
JP1_352398894,False,red
JP1_352398894,True,blue
JP1_352399848,False,red
JP1_352399848,True,blue
JP1_352400752,True,red
JP1_352400752,False,blue
JP1_352402025,True,red
JP1_352402025,False,blue
JP1_352402055,False,red
JP1_352402055,True,blue
JP1_352404489,True,blue
JP1_352404489,False,red
JP1_352405396,False,blue
JP1_352405396,True,red
JP1_352405760,False,red
JP1_352405760,True,blue
JP1_352406865,True,blue
JP1_352406865,False,red
JP1_352407432,True,red
JP1_352407432,False,blue
JP1_352409013,True,blue
JP1_352409013,False,red
JP1_352410381,True,red
JP1_352410381,False,blue
JP1_352415198,False,blue
JP1_352415198,True,red
JP1_352416014,False,blue
JP1_352416014,True,red
JP1_352418246,False,red
JP1_352418246,True,blue
JP1_352419709,True,blue
JP1_352419709,False,red
JP1_352420557,True,blue
JP1_352420557,False,red
JP1_352421645,True,blue
JP1_352421645,False,red
JP1_352422364,False,blue
JP1_352422364,True,red
JP1_352422905,False,blue
JP1_352422905,True,red
JP1_352424368,False,blue
JP1_352424368,True,red
JP1_352425180,True,red
JP1_352425180,False,blue
JP1_352425504,False,red
JP1_352425504,True,blue
JP1_352425702,True,blue
JP1_352425702,False,red
JP1_352428252,True,red
JP1_352428252,False,blue
JP1_352428632,False,blue
JP1_352428632,True,red
JP1_352428646,False,blue
JP1_352428646,True,red
JP1_352439660,False,red
JP1_352439660,True,blue
JP1_352442456,True,red
JP1_352442456,False,blue
JP1_352446333,False,red
JP1_352446333,True,blue
JP1_352448255,True,blue
JP1_352448255,False,red
JP1_352448906,False,red
JP1_352448906,True,blue
JP1_352451015,False,red
JP1_352451015,True,blue
JP1_352451966,True,blue
JP1_352451966,False,red
JP1_352453496,True,blue
JP1_352453496,False,red
JP1_352454609,False,blue
JP1_352454609,True,red
JP1_352455442,False,blue
JP1_352455442,True,red
JP1_352456858,True,blue
JP1_352456858,False,red
JP1_352457616,False,red
JP1_352457616,True,blue
JP1_352458037,False,red
JP1_352458037,True,blue
JP1_352459132,False,red
JP1_352459132,True,blue
JP1_352459717,True,blue
JP1_352459717,False,red
JP1_352460199,False,red
JP1_352460199,True,blue
JP1_352461016,True,red
JP1_352461016,False,blue
JP1_352462464,False,red
JP1_352462464,True,blue
JP1_352463431,False,red
JP1_352463431,True,blue
JP1_352465088,True,blue
JP1_352465088,False,red
JP1_352467336,True,blue
JP1_352467336,False,red
JP1_352467402,True,red
JP1_352467402,False,blue
JP1_352468149,False,blue
JP1_352468149,True,red
JP1_352468388,True,red
JP1_352468388,False,blue
JP1_352469503,False,blue
JP1_352469503,True,red
JP1_352469823,False,red
JP1_352469823,True,blue
JP1_352471237,True,blue
JP1_352471237,False,red
JP1_352471578,True,blue
JP1_352471578,False,red
JP1_352472422,True,blue
JP1_352472422,False,red
JP1_352473079,False,blue
JP1_352473079,True,red
JP1_352473131,False,blue
JP1_352473131,True,red
JP1_352473235,True,red
JP1_352473235,False,blue
JP1_352473620,False,red
JP1_352473620,True,blue
JP1_352473697,False,red
JP1_352473697,True,blue
JP1_352473717,True,red
JP1_352473717,False,blue
JP1_352480823,False,red
JP1_352480823,True,blue
JP1_352481928,True,blue
JP1_352481928,False,red
JP1_352482646,True,blue
JP1_352482646,False,red
JP1_352482863,False,blue
JP1_352482863,True,red
JP1_352483083,False,red
JP1_352483083,True,blue
JP1_352490379,True,blue
JP1_352490379,False,red
JP1_352490448,True,red
JP1_352490448,False,blue
JP1_352491242,True,blue
JP1_352491242,False,red
JP1_352492430,False,red
JP1_352492430,True,blue
JP1_352492663,False,red
JP1_352492663,True,blue
JP1_352510319,True,red
JP1_352510319,False,blue
JP1_352514870,False,blue
JP1_352514870,True,red
JP1_352515522,True,red
JP1_352515522,False,blue
JP1_352515633,True,red
JP1_352515633,False,blue
JP1_352515654,True,blue
JP1_352515654,False,red
JP1_352518564,True,red
JP1_352518564,False,blue
JP1_352531446,True,red
JP1_352531446,False,blue
JP1_352532518,False,blue
JP1_352532518,True,red
JP1_352532609,False,red
JP1_352532609,True,blue
JP1_352532803,True,red
JP1_352532803,False,blue
JP1_352533046,True,red
JP1_352533046,False,blue
JP1_352533228,True,blue
JP1_352533228,False,red
JP1_352534233,True,red
JP1_352534233,False,blue
JP1_352535252,False,red
JP1_352535252,True,blue
JP1_352535365,False,blue
JP1_352535365,True,red
JP1_352535395,True,blue
JP1_352535395,False,red
JP1_352536715,True,blue
JP1_352536715,False,red
JP1_352536896,True,red
JP1_352536896,False,blue
